j,t,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
7150104404131,2011,0,1,2,0,0,1,0,0,1,0,1,0,1,0
7150104404155,2011,0,1,0,1,0,1,0,0,1,1,0,1,1,0
7150104404179,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7150104404203,2011,0,1,0,0,0,1,0,0,1,1,1,0,1,1
7150104404227,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7160100803006,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7160100803018,2011,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7160100803024,2011,0,1,1,1,0,1,0,0,0,0,2,0,1,0
7160100803036,2011,0,0,0,0,0,1,0,0,0,1,0,0,1,0
7160100803042,2011,0,1,2,0,0,1,0,0,1,0,0,0,1,0
7160100803061,2011,0,0,2,1,0,1,0,0,1,0,1,1,1,1
7160100803079,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7160100803098,2011,0,1,1,0,0,1,0,0,1,0,0,2,1,0
7160100803119,2011,0,0,1,0,0,0,1,0,0,0,1,1,1,0
7160100803138,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7160100803159,2011,0,1,1,0,0,1,0,0,1,0,0,0,1,0
7160100803174,2011,0,2,1,1,0,0,1,0,0,0,1,4,1,0
7160101705001,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7160101705009,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7160101705019,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
7160101705034,2011,0,1,1,2,1,1,0,0,0,1,0,0,1,0
7160101705049,2011,0,1,0,1,0,0,0,0,2,1,0,0,1,0
7160101705065,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7160101705080,2011,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7160101705095,2011,0,1,0,0,0,1,0,0,0,0,0,2,0,0
7160101705110,2011,0,2,0,0,0,1,0,0,1,2,0,1,0,0
7160101705125,2011,0,0,1,0,0,1,0,0,3,0,1,0,1,0
7160101705137,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7160101705142,2011,0,2,1,1,0,1,1,0,0,0,0,4,1,0
7170100103001,2011,0,0,1,1,0,1,0,0,1,1,0,0,2,0
7170100103028,2011,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7170100103055,2011,0,0,0,0,0,0,0,0,1,1,1,0,1,0
7170100103072,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7170100103083,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7170100103110,2011,0,0,0,1,0,1,0,0,2,2,0,0,1,0
7170100103137,2011,0,1,0,0,0,2,0,0,0,0,0,0,1,0
7170100103164,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
7170100103182,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7170100103192,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7170100103219,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7170100103246,2011,0,0,1,1,0,1,0,0,0,1,0,1,0,0
7170200104008,2011,0,0,0,2,0,0,0,0,0,0,0,1,1,0
7170200104016,2011,0,0,1,0,0,0,0,0,0,0,0,1,1,0
7170200104024,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7170200104032,2011,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7170200104040,2011,0,0,0,0,0,1,0,0,0,1,0,1,0,1
7170200104048,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7170200104056,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7170200104064,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7170200104072,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7170200104080,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7170200104088,2011,0,0,0,0,0,1,0,0,0,1,0,2,0,0
7170200104096,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7170200803003,2011,0,1,1,0,0,1,0,0,0,1,1,0,1,0
7170200803011,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7170200803015,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7170200803023,2011,0,1,0,0,0,1,0,0,1,1,0,1,0,0
7170200803027,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7170200803039,2011,0,0,0,0,0,1,0,0,0,1,0,1,0,0
7170200803051,2011,0,1,1,1,0,0,1,0,0,1,1,0,1,0
7170200803063,2011,0,0,2,1,0,1,0,0,1,0,1,0,1,0
7170200803075,2011,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7170200803087,2011,0,0,0,0,1,0,0,0,2,0,0,1,0,0
7170200803099,2011,0,0,0,0,0,1,0,0,0,0,0,1,1,0
7170200803111,2011,0,1,1,0,0,1,0,0,1,0,0,0,1,0
7170301401006,2011,0,0,1,0,0,1,0,0,1,1,0,1,0,0
7170301401018,2011,0,1,1,1,2,0,1,0,1,0,0,0,1,0
7170301401024,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7170301401036,2011,0,1,1,0,0,1,0,0,0,0,0,0,1,0
7170301401042,2011,0,0,2,1,2,0,1,0,0,0,0,0,0,1
7170301401060,2011,0,1,2,2,0,1,0,0,0,2,1,0,1,0
7170301401078,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
7170301401096,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7170301401114,2011,0,1,1,2,1,1,0,0,0,1,0,1,1,0
7170301401132,2011,0,0,1,1,0,0,1,0,0,0,0,0,0,1
7170301401150,2011,0,1,0,0,0,0,0,0,0,0,0,1,1,0
7170301401168,2011,0,1,0,1,0,1,0,0,0,2,1,1,1,0
7170402501006,2011,0,0,1,2,0,0,1,0,0,2,0,0,1,0
7170402501018,2011,0,1,0,1,1,1,0,0,0,2,0,1,1,0
7170402501024,2011,0,2,0,2,0,0,1,0,0,0,0,0,1,0
7170402501036,2011,0,1,1,0,0,0,0,0,0,1,0,1,0,0
7170402501042,2011,0,1,2,0,0,0,0,0,1,0,0,0,1,0
7170402501060,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7170402501078,2011,0,0,0,2,1,0,1,0,0,1,0,0,1,0
7170402501096,2011,0,1,1,0,0,1,0,0,1,0,0,1,0,0
7170402501114,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7170402501132,2011,0,1,0,2,0,0,0,0,0,1,0,0,1,0
7170402501150,2011,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7170402501168,2011,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7180100101001,2011,0,0,0,0,0,1,0,0,1,2,0,0,1,0
7180100101013,2011,0,0,2,0,1,0,0,0,2,0,0,1,0,0
7180100101019,2011,0,0,0,0,1,0,0,0,2,0,0,0,1,0
7180100101031,2011,0,0,1,0,1,0,0,0,1,0,0,1,0,0
7180100101037,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7180100101055,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
7180100101073,2011,0,0,1,0,1,0,0,0,1,1,0,1,0,0
7180100101091,2011,0,2,0,0,0,0,1,0,1,3,1,0,1,0
7180100101109,2011,0,1,0,1,0,0,1,0,0,0,1,0,1,0
7180100101127,2011,0,1,0,0,0,0,0,0,0,1,0,0,1,0
7180100101145,2011,0,2,0,0,0,0,0,0,1,1,0,1,0,0
7180100101163,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7180101001003,2011,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7180101001013,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7180101001018,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7180101001033,2011,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7180101001048,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7180101001051,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7180101001063,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7180101001078,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7180101001093,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7180101001108,2011,0,1,0,0,0,0,0,0,0,0,1,2,1,1
7180101001123,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7180101001138,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7180102302001,2011,0,0,1,0,0,0,1,0,1,0,1,0,0,1
7180102302016,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7180102302026,2011,0,2,0,0,0,1,0,0,1,1,0,1,0,0
7180102302031,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7180102302047,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7180102302062,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7180102302077,2011,0,0,2,0,0,0,1,0,1,0,0,0,1,0
7180102302090,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0
7180102302092,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7180102302107,2011,0,0,2,0,0,0,1,0,1,1,0,0,1,0
7180102302122,2011,0,0,0,1,0,0,1,0,1,1,0,0,1,0
7180102302137,2011,0,0,0,0,0,1,0,0,1,0,1,0,1,0
7190100701003,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7190100701013,2011,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7190100701018,2011,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7190100701028,2011,0,1,1,1,0,1,0,0,0,0,0,0,1,0
7190100701033,2011,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7190100701048,2011,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7190100701063,2011,0,0,1,0,0,1,0,0,1,1,1,0,1,0
7190100701078,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7190100701093,2011,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7190100701108,2011,0,1,1,0,0,1,0,0,0,1,0,0,1,0
7190100701123,2011,0,1,2,1,0,1,0,0,0,0,2,0,1,0
7190100701138,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7190102302002,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7190102302014,2011,0,0,1,0,0,0,0,0,0,0,0,0,1,1
7190102302020,2011,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7190102302032,2011,0,0,0,1,0,0,1,0,1,2,0,0,1,1
7190102302038,2011,0,1,2,0,0,0,1,0,0,0,0,0,1,1
7190102302056,2011,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7190102302074,2011,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7190102302092,2011,0,0,1,0,0,1,0,0,1,0,2,0,1,0
7190102302110,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7190102302128,2011,0,1,0,1,1,0,1,0,1,0,1,0,1,0
7190102302146,2011,0,0,1,0,0,0,0,0,0,0,1,0,0,1
7190102302164,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,1
7200101203004,2011,0,0,1,0,0,0,0,0,0,0,1,0,1,0
7200101203016,2011,0,0,1,0,0,0,1,0,0,0,2,0,1,0
7200101203022,2011,0,1,1,1,0,1,0,0,0,0,0,0,1,1
7200101203034,2011,0,1,2,0,0,1,0,0,0,0,0,0,1,0
7200101203040,2011,0,0,0,0,0,1,0,0,1,1,0,1,0,0
7200101203058,2011,0,0,0,0,1,0,0,0,1,0,0,0,0,1
7200101203076,2011,0,0,2,2,0,0,1,0,1,0,0,0,1,0
7200101203094,2011,0,0,1,0,0,0,1,0,1,1,0,0,1,0
7200101203112,2011,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7200101203130,2011,0,0,0,1,1,0,1,0,0,0,0,0,0,1
7200101203148,2011,0,0,0,0,2,0,1,0,0,0,0,0,0,0
7200101203166,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7200203802002,2011,0,1,0,0,0,1,0,0,0,1,1,0,1,0
7200203802014,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7200203802020,2011,0,0,0,0,1,0,0,0,2,0,0,1,1,0
7200203802032,2011,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7200203802038,2011,0,0,0,0,0,1,0,0,1,0,0,0,1,0
7200203802056,2011,0,0,0,0,1,1,0,0,0,0,0,0,1,1
7200203802074,2011,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7200203802092,2011,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7200203802110,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7200203802128,2011,0,2,0,1,0,1,0,0,0,0,1,1,0,0
7200203802146,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7200203802164,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7200500107002,2011,0,0,1,2,0,1,0,0,2,1,0,0,1,0
7200500107010,2011,0,0,0,1,0,1,0,0,0,0,0,1,1,0
7200500107018,2011,0,2,1,1,0,1,0,0,0,0,0,0,1,0
7200500107026,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7200500107034,2011,0,0,0,1,0,1,0,0,0,1,0,1,0,0
7200500107042,2011,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7200500107050,2011,0,0,0,1,0,1,0,0,0,1,1,0,1,0
7200500107058,2011,0,0,0,0,0,0,1,0,1,0,0,0,0,1
7200500107066,2011,0,0,0,1,2,0,1,0,0,0,0,0,0,1
7200500107074,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7200500107082,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7200500107090,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7200500604004,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7200500604016,2011,0,1,1,0,0,1,0,0,0,1,1,1,0,0
7200500604022,2011,0,0,0,0,0,1,0,0,1,1,0,1,0,0
7200500604034,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7200500604040,2011,0,0,2,1,1,1,0,0,1,0,0,0,1,0
7200500604058,2011,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7200500604076,2011,0,0,1,1,0,0,0,0,1,0,1,0,0,1
7200500604094,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7200500604112,2011,0,1,0,0,0,0,0,0,1,0,0,0,1,0
7200500604130,2011,0,0,1,1,0,1,0,0,1,0,0,0,1,0
7200500604148,2011,0,1,0,0,1,0,0,0,1,0,0,1,0,0
7200500604166,2011,0,2,1,1,0,1,0,0,0,1,1,0,1,0
7200800805003,2011,0,0,0,1,1,0,1,0,0,1,0,0,1,0
7200800805013,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,1
7200800805018,2011,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7200800805028,2011,0,0,0,1,1,0,1,0,0,1,0,0,3,0
7200800805033,2011,0,0,1,0,0,1,0,0,2,1,0,0,0,0
7200800805048,2011,0,1,0,0,0,1,0,0,0,1,0,0,1,0
7200800805063,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7200800805078,2011,0,0,0,0,0,1,0,0,1,0,0,0,1,0
7200800805093,2011,0,1,0,0,1,1,0,0,0,0,1,0,1,0
7200800805108,2011,0,0,0,0,0,1,0,0,1,2,0,1,0,0
7200800805123,2011,0,0,0,0,1,0,1,0,0,0,0,1,1,1
7200800805138,2011,0,0,0,2,0,1,0,0,0,1,1,0,1,0
7210103003004,2011,0,0,0,0,0,0,0,0,0,2,1,0,1,0
7210103003014,2011,0,0,1,0,0,1,0,0,1,1,0,0,1,1
7210103003019,2011,0,2,0,0,0,0,0,0,1,1,0,0,0,1
7210103003029,2011,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7210103003034,2011,0,1,1,0,0,1,0,0,1,1,0,0,1,0
7210103003049,2011,0,0,0,0,1,0,1,0,0,0,2,2,1,0
7210103003064,2011,0,0,1,0,0,1,0,0,1,0,0,0,1,0
7210103003079,2011,0,0,0,0,4,0,1,0,0,0,0,0,1,0
7210103003094,2011,0,1,0,0,0,0,0,0,1,1,1,0,0,1
7210103003109,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7210103003124,2011,0,1,1,1,0,0,0,0,0,1,0,0,1,0
7210103003139,2011,0,0,0,0,0,1,0,0,1,1,0,0,1,0
7210106202006,2011,0,1,0,0,1,1,0,0,0,1,1,1,1,0
7210106202020,2011,0,0,2,1,0,0,0,0,0,0,0,0,1,0
7210106202027,2011,0,0,2,1,0,1,0,0,1,1,0,0,1,0
7210106202041,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7210106202048,2011,0,0,0,1,2,0,0,0,0,0,1,1,1,0
7210106202069,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7210106202090,2011,0,0,0,0,4,0,1,0,0,0,0,0,1,0
7210106202111,2011,0,1,1,2,0,0,0,0,1,0,0,0,1,0
7210106202132,2011,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7210106202153,2011,0,1,2,0,2,1,0,0,1,2,2,1,1,0
7210106202174,2011,0,0,2,0,1,0,0,0,2,0,0,1,0,0
7210106202195,2011,0,1,0,0,0,1,0,0,1,1,0,0,1,0
12010100401002,2011,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12010100401011,2011,0,0,0,0,1,1,0,0,0,0,0,0,1,0
12010100401015,2011,0,0,0,1,0,0,0,0,0,0,0,1,1,0
12010100401027,2011,0,0,0,2,0,1,0,0,0,0,0,1,1,0
12010100401037,2011,0,0,0,1,1,0,0,0,0,0,1,0,1,0
12010100401056,2011,0,0,1,2,2,0,0,0,0,0,0,1,1,0
12010100401068,2011,0,0,0,0,1,0,1,0,0,0,1,1,0,0
12010100401074,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
12010100401080,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12010100401091,2011,0,0,0,1,1,0,0,0,0,0,0,1,1,0
12010100401096,2011,0,0,1,0,0,1,0,0,0,0,1,1,0,0
12010100401100,2011,0,0,0,0,2,0,0,0,0,0,1,0,0,1
12010200401004,2011,0,0,2,1,1,0,0,0,0,0,0,0,1,0
12010200401023,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12010200401042,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12010200401060,2011,0,0,0,1,0,1,0,0,0,0,0,0,1,0
12010200401078,2011,0,0,2,0,1,0,0,0,0,0,0,1,0,0
12010200401096,2011,0,1,0,2,0,1,0,0,0,1,0,1,0,0
12010200401114,2011,0,0,0,1,0,0,1,0,0,1,1,1,1,0
12010200401132,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12010200401150,2011,0,0,0,0,1,0,1,0,0,0,1,0,1,0
12010200401168,2011,0,0,0,1,0,1,0,0,0,0,1,0,1,0
12010200401200,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12010200401205,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12010200901003,2011,0,0,1,0,1,0,0,0,0,1,0,1,0,0
12010200901021,2011,0,0,0,1,0,0,1,0,0,0,0,0,1,0
12010200901039,2011,0,1,1,0,0,1,0,0,1,1,0,1,0,0
12010200901052,2011,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12010200901064,2011,0,0,0,0,0,1,0,0,0,1,0,0,1,0
12010200901083,2011,0,0,2,0,0,0,0,0,1,1,1,1,1,0
12010200901102,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12010200901120,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12010200901138,2011,0,0,1,0,0,1,0,0,0,0,1,0,0,1
12010200901156,2011,0,2,4,0,0,0,0,0,0,0,0,2,1,2
12010200901161,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12010200901177,2011,0,0,0,1,0,0,0,0,1,1,0,1,0,1
12010300103001,2011,0,0,0,1,0,1,0,0,1,1,0,2,1,0
12010300103016,2011,0,1,1,1,1,0,0,0,1,1,2,0,1,0
12010300103035,2011,0,0,0,0,0,1,0,0,1,1,1,1,0,0
12010300103046,2011,0,1,0,1,0,0,0,0,0,0,0,0,1,0
12010300103052,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12010300103056,2011,0,0,0,0,1,0,0,0,1,1,0,1,0,0
12010300103061,2011,0,1,0,0,0,0,1,0,1,0,0,0,1,0
12010300103083,2011,0,2,0,0,1,0,0,0,0,0,0,1,0,0
12010300103102,2011,0,0,0,2,0,1,0,0,1,1,1,0,1,0
12010300103120,2011,0,0,1,1,0,0,0,0,0,0,2,1,1,0
12010300103135,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12010300103141,2011,0,1,0,1,6,1,0,0,0,0,0,1,1,0
12020101701001,2011,0,0,0,1,0,1,0,0,1,0,0,2,1,0
12020101701002,2011,0,1,0,0,2,1,1,0,2,0,0,1,0,1
12020101701013,2011,0,0,1,0,0,0,1,0,0,0,0,0,1,0
12020101701019,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
12020101701025,2011,0,1,2,1,0,1,0,0,0,2,0,0,1,0
12020101701031,2011,0,1,1,0,0,1,0,0,0,0,1,0,1,0
12020101701037,2011,0,0,2,1,1,0,1,0,1,0,1,0,1,0
12020101701043,2011,0,2,3,1,0,0,0,0,2,0,1,2,0,0
12020101701050,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12020101701053,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12020101701054,2011,0,1,1,0,0,1,0,0,1,1,0,1,0,0
12020101701060,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12020300401003,2011,0,1,2,0,0,1,0,0,0,0,0,0,1,0
12020300401011,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
12020300401015,2011,0,1,0,0,0,1,0,0,0,1,0,1,0,0
12020300401023,2011,0,2,1,0,0,1,0,0,0,0,0,0,1,0
12020300401027,2011,0,1,0,0,0,0,0,0,1,2,2,0,1,0
12020300401039,2011,0,1,0,2,0,1,0,0,1,1,0,0,1,0
12020300401051,2011,0,0,1,0,0,1,0,0,1,1,0,1,1,0
12020300401063,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12020300401075,2011,0,0,1,0,1,1,0,0,2,0,0,0,1,0
12020300401087,2011,0,0,1,0,0,1,0,0,0,0,0,0,1,0
12020300401099,2011,0,0,0,0,0,1,0,0,3,1,0,0,1,0
12020300401111,2011,0,1,1,0,0,1,0,0,0,0,0,1,0,0
12030100107003,2011,0,0,0,1,1,1,0,0,0,0,0,0,0,1
12030100107021,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12030100107039,2011,0,1,2,0,0,1,0,0,0,0,0,0,1,0
12030100107058,2011,0,0,0,0,1,0,0,0,1,0,0,0,1,0
12030100107077,2011,0,0,0,0,0,1,0,0,1,1,2,0,1,0
12030100107096,2011,0,0,1,2,0,0,0,0,1,1,0,0,1,0
12030100107120,2011,0,0,2,0,0,1,0,0,1,1,2,0,1,0
12030100107138,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12030100107143,2011,0,0,0,0,0,1,0,0,0,1,0,1,0,0
12030100107171,2011,0,0,0,1,1,1,0,0,2,2,0,1,0,0
12030100107176,2011,0,0,0,1,2,0,0,0,0,0,0,0,1,0
12030100107200,2011,0,0,0,1,0,0,1,0,0,2,1,0,1,0
12030100704009,2011,0,0,0,0,2,0,0,0,0,1,1,1,1,0
12030100704017,2011,0,0,0,1,1,0,0,0,0,0,0,0,1,0
12030100704030,2011,0,0,0,1,1,0,0,0,0,0,0,0,1,0
12030100704038,2011,0,0,0,1,0,0,0,0,0,1,0,1,0,1
12030100704054,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1
12030100704062,2011,0,0,0,0,1,1,1,0,0,0,1,0,0,1
12030100704079,2011,0,0,0,0,0,1,0,0,0,1,0,0,1,0
12030100704088,2011,0,0,1,0,0,1,0,0,1,0,0,2,0,0
12030100704090,2011,0,1,0,0,0,1,0,0,0,1,0,1,0,0
12030100704111,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12030100704122,2011,0,0,1,2,1,0,1,0,0,0,0,1,1,0
12030100704130,2011,0,0,0,1,1,0,0,0,0,0,1,0,0,0
12030201002007,2011,0,0,1,1,1,1,0,0,1,1,0,1,0,0
12030201002019,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12030201002026,2011,0,0,0,1,3,1,0,0,1,1,1,0,1,0
12030201002033,2011,0,0,0,1,1,1,0,0,0,0,3,2,1,0
12030201002046,2011,0,0,1,1,0,0,0,0,1,1,1,0,1,0
12030201002058,2011,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12030201002070,2011,0,0,0,0,2,1,1,0,0,0,0,3,0,1
12030201002083,2011,0,1,0,0,0,0,0,0,4,0,0,0,1,0
12030201002095,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12030201002107,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12030201002108,2011,0,0,0,1,1,0,0,0,0,0,1,0,0,0
12030201002120,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12030240301002,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
12030240301022,2011,0,0,0,0,3,0,0,0,0,0,0,0,0,0
12030240301042,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12030240301067,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12030240301089,2011,0,1,0,0,1,0,0,0,1,0,0,1,0,0
12030240301110,2011,0,1,1,0,0,1,0,0,1,0,0,1,0,0
12030240301132,2011,0,0,0,0,0,0,0,0,0,2,0,1,0,0
12030240301139,2011,0,0,1,0,0,1,0,0,0,0,0,1,0,0
12030240301162,2011,0,1,1,0,0,1,0,0,0,0,0,1,0,0
12030240301181,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12030240301200,2011,0,0,1,0,0,1,0,0,0,0,0,1,0,0
12030240301252,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12040101602002,2011,0,1,1,0,0,1,0,0,1,0,0,1,0,0
12040101602016,2011,0,2,0,0,0,1,0,0,0,1,0,0,1,1
12040101602023,2011,0,1,1,0,0,1,0,0,0,0,0,1,0,0
12040101602037,2011,0,0,0,1,1,0,1,0,0,0,1,1,1,0
12040101602044,2011,0,2,2,1,0,1,0,0,0,0,0,0,1,0
12040101602065,2011,0,0,1,1,0,1,0,0,1,1,0,0,1,0
12040101602086,2011,0,1,0,1,0,0,1,0,0,2,0,0,1,0
12040101602107,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
12040101602128,2011,0,1,1,1,0,1,0,0,0,0,1,0,1,0
12040101602149,2011,0,1,1,0,0,0,0,0,0,0,0,0,1,0
12040101602170,2011,0,1,1,1,0,0,0,0,0,0,0,0,1,0
12040101602191,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
13010100102004,2011,0,1,1,0,0,1,0,0,1,0,0,1,0,0
13010100102022,2011,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13010100102040,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
13010100102049,2011,0,0,0,0,0,0,0,0,2,1,0,0,1,0
13010100102059,2011,0,0,1,0,1,1,0,0,2,1,1,0,1,1
13010100102066,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13010100102078,2011,0,0,2,0,1,0,1,0,1,0,1,0,1,0
13010100102096,2011,0,1,0,0,0,1,0,0,1,2,0,0,1,0
13010100102114,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
13010100102132,2011,0,0,0,0,0,1,0,0,2,0,0,1,0,0
13010100102150,2011,0,1,0,0,2,2,1,0,0,0,0,0,0,1
