j,t,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
7021001401111,2015,0,0,0,1,1,0,0,0,0,0,0,1,0,0
7021001401129,2015,0,0,0,0,1,0,0,1,0,0,1,1,1,0
7021001401147,2015,0,0,1,2,0,0,0,0,0,0,0,1,1,0
7021001401165,2015,1,1,0,0,0,1,0,0,1,0,0,1,0,0
7021100311011,2015,0,0,1,1,0,1,0,0,1,0,0,0,1,1
7021100311041,2015,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7021100311056,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7021100311071,2015,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7021100311086,2015,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7021100311116,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7021100311131,2015,0,0,1,1,0,1,0,0,0,0,1,0,1,0
7021100311146,2015,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7021100311176,2015,0,0,0,0,1,1,1,0,0,0,2,0,0,1
7021100311191,2015,0,1,0,2,0,1,0,1,0,1,0,1,1,0
7021100311221,2015,0,0,0,0,1,1,0,0,0,1,1,0,1,0
7030200501001,2015,0,0,2,0,0,2,1,0,1,0,0,1,2,0
7030200501013,2015,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7030200501019,2015,2,0,0,0,0,1,0,0,0,0,0,1,0,0
7030200501031,2015,0,0,0,1,2,1,1,0,0,0,1,0,1,1
7030200501037,2015,0,0,0,0,2,0,0,0,0,1,2,0,0,1
7030200501055,2015,2,0,2,0,0,1,0,0,1,0,0,0,1,0
7030200501073,2015,1,1,0,0,0,2,0,1,0,0,0,1,1,1
7030200501091,2015,0,0,1,0,0,1,0,1,2,1,0,0,1,0
7030200501109,2015,0,0,0,0,2,1,0,0,0,0,0,1,1,0
7030200501127,2015,0,0,0,1,1,1,0,0,0,2,1,0,1,1
7030200501145,2015,1,0,0,0,1,1,0,0,0,0,1,1,0,1
7030200501163,2015,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7030400501004,2015,0,1,1,0,0,0,0,0,0,1,0,0,1,1
7030400501012,2015,1,0,0,1,0,0,1,0,0,0,0,2,0,1
7030400501016,2015,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7030400501024,2015,0,0,0,1,0,1,0,0,0,1,1,0,1,0
7030400501028,2015,0,2,1,0,1,0,1,0,0,0,0,0,0,1
7030400501040,2015,0,1,2,1,1,0,1,0,0,0,0,0,1,0
7030400501052,2015,0,0,0,1,1,0,1,0,0,1,1,0,0,1
7030400501064,2015,0,0,1,0,1,0,1,0,0,0,1,1,0,1
7030400501076,2015,0,0,0,0,0,1,0,0,0,1,0,0,1,0
7030400501088,2015,0,0,1,1,2,0,0,0,0,0,0,1,0,1
7030400501100,2015,1,1,2,0,1,1,0,0,0,0,1,0,1,0
7030400501116,2015,0,0,1,1,3,0,1,0,0,1,1,0,1,0
7030600204004,2015,0,0,1,1,0,1,1,0,0,0,0,1,0,1
7030600204016,2015,0,0,1,1,0,1,0,0,1,1,0,0,1,0
7030600204022,2015,0,0,0,0,1,1,0,0,0,0,0,1,0,0
7030600204034,2015,1,0,1,1,0,1,0,0,2,0,0,0,1,0
7030600204040,2015,1,2,1,2,0,1,0,1,0,0,0,1,1,0
7030600204058,2015,0,3,0,0,1,1,0,0,0,0,1,0,1,0
7030600204076,2015,0,0,1,0,1,1,1,0,0,0,1,2,0,0
7030600204094,2015,0,1,0,0,0,0,0,0,0,0,0,2,0,1
7030600204113,2015,1,2,0,0,1,1,0,1,0,0,0,1,0,0
7030600204131,2015,0,0,0,0,1,1,1,1,1,0,0,2,0,1
7030600204149,2015,0,1,0,0,0,1,0,1,1,0,0,0,1,0
7030600204167,2015,0,2,1,1,0,1,0,0,0,0,0,0,1,0
7040101103020,2015,0,1,2,0,0,1,0,0,0,0,1,0,1,0
7040101103038,2015,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7040101103056,2015,0,0,1,0,1,1,0,0,1,1,1,0,1,0
7040101103074,2015,0,0,0,0,3,0,1,0,0,0,0,1,0,1
7040101103092,2015,1,2,1,2,1,0,1,0,1,0,1,1,1,0
7040101103110,2015,0,0,0,0,1,0,0,1,1,0,0,1,0,0
7040101103128,2015,0,1,0,1,0,1,0,0,0,1,0,1,1,0
7040101103146,2015,0,2,0,0,0,0,1,0,0,0,1,2,1,1
7040101103160,2015,1,1,0,0,0,1,0,0,0,1,0,1,0,0
7040101103161,2015,1,1,0,0,1,0,0,0,0,0,0,1,0,0
7040101103166,2015,0,0,0,0,0,1,0,1,1,1,0,1,0,0
7040400903005,2015,0,0,0,1,0,1,0,0,1,2,1,0,1,0
7040400903017,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7040400903023,2015,0,1,1,0,0,1,0,0,0,0,1,0,1,0
7040400903035,2015,0,1,1,0,0,1,0,0,0,1,1,0,1,0
7040400903041,2015,0,2,0,1,0,1,0,0,0,1,0,0,1,0
7040400903059,2015,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7040400903077,2015,0,0,0,0,0,1,0,1,2,0,0,1,0,0
7040400903095,2015,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7040400903113,2015,0,0,0,0,1,0,0,2,0,0,0,1,0,0
7040400903131,2015,0,1,0,0,0,1,0,1,0,0,0,1,0,0
7040400903149,2015,0,0,1,0,1,1,0,0,0,0,1,0,1,0
7040400903167,2015,0,1,0,1,1,1,0,1,0,2,1,0,1,0
7040500603027,2015,0,0,0,1,0,0,0,0,0,0,1,1,0,0
7040500603059,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7040500603123,2015,0,0,0,0,0,1,0,0,0,0,2,0,1,0
7040500603155,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7040500603187,2015,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7040500603219,2015,0,0,0,0,0,1,0,0,0,0,2,0,0,0
7040500603315,2015,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7040500603347,2015,1,0,0,0,1,0,0,0,0,1,0,1,0,0
7040500603379,2015,1,1,0,0,0,1,0,0,0,0,2,0,1,0
7040500603443,2015,0,0,0,1,0,0,0,0,1,0,0,1,1,0
7040500603475,2015,0,1,0,1,1,1,0,0,1,0,1,0,1,0
7040601903003,2015,0,1,0,0,0,1,0,0,1,0,0,1,0,0
7040601903015,2015,1,1,0,0,0,1,0,1,0,0,0,1,0,0
7040601903021,2015,0,1,0,0,0,1,0,1,0,1,0,1,0,0
7040601903039,2015,1,0,1,0,0,1,0,0,1,1,0,0,1,0
7040601903057,2015,0,0,0,1,1,1,0,0,0,1,1,0,1,0
7040601903075,2015,0,0,2,0,1,0,0,0,0,0,0,0,0,0
7040601903093,2015,0,1,2,1,0,1,0,1,0,0,1,0,1,0
7040601903111,2015,0,0,0,1,0,0,0,0,0,0,0,2,1,0
7040601903129,2015,0,0,1,0,0,0,1,0,0,0,0,1,0,1
7040601903147,2015,0,0,1,0,0,1,0,1,1,0,0,1,0,0
7040601903155,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7040601903166,2015,0,0,2,1,0,1,0,0,1,0,0,0,1,0
7040901103004,2015,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7040901103018,2015,0,0,0,1,1,0,1,0,0,0,0,0,0,1
7040901103025,2015,0,0,0,0,0,0,1,0,0,0,1,0,1,0
7040901103039,2015,0,0,1,1,1,0,1,1,0,1,1,0,1,0
7040901103046,2015,0,1,0,0,0,0,1,0,1,1,0,0,1,0
7040901103067,2015,1,2,0,0,0,1,0,0,0,0,0,0,1,0
7040901103088,2015,0,0,0,0,1,0,0,1,0,0,1,0,0,0
7040901103109,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7040901103130,2015,0,1,0,0,0,1,0,1,0,2,0,0,1,0
7040901103151,2015,0,0,0,0,0,0,0,0,3,0,0,2,0,0
7040901103172,2015,0,0,2,0,1,0,0,0,0,1,0,1,0,0
7040901103193,2015,0,0,1,2,1,1,0,0,0,2,0,0,1,0
7041000105009,2015,0,0,0,0,1,1,0,0,0,1,1,0,0,1
7041000105024,2015,0,0,0,0,1,1,0,1,2,0,1,1,0,0
7041000105039,2015,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7041000105054,2015,0,0,0,0,0,1,0,1,1,0,0,1,0,0
7041000105069,2015,1,1,1,0,0,1,0,0,0,0,0,1,0,0
7041000105084,2015,0,0,0,1,2,2,0,1,1,1,0,1,1,1
7041000105099,2015,0,0,0,2,6,1,0,1,0,0,0,1,0,0
7041000105114,2015,1,1,0,1,0,1,0,0,0,0,1,2,0,0
7041000105144,2015,0,0,0,0,1,0,1,0,0,0,0,1,0,1
7041000105174,2015,1,1,0,0,0,1,0,0,0,1,0,0,1,0
7041200908005,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7041200908015,2015,1,0,1,0,0,1,0,0,1,1,0,1,0,0
7041200908020,2015,0,0,1,0,1,1,0,1,1,1,1,1,1,0
7041200908030,2015,1,1,1,0,2,1,0,0,0,1,2,0,1,0
7041200908035,2015,1,0,2,1,0,0,1,0,1,0,0,0,1,0
7041200908050,2015,1,1,0,0,0,1,0,0,1,0,0,1,0,0
7041200908065,2015,1,1,0,0,0,1,0,0,0,1,1,0,1,0
7041200908080,2015,1,0,0,0,1,1,0,1,0,0,0,1,1,0
7041200908095,2015,1,0,0,2,0,1,0,0,1,2,0,0,1,0
7041200908110,2015,1,0,1,0,0,0,1,1,1,0,1,0,1,0
7041200908125,2015,0,1,0,0,1,0,0,2,1,0,0,1,0,0
7041200908140,2015,0,1,2,1,0,1,0,1,0,0,0,0,1,0
7041700202003,2015,0,0,1,1,0,1,0,0,2,0,0,0,1,0
7041700202017,2015,0,0,1,0,0,1,1,1,0,0,1,0,1,0
7041700202024,2015,0,2,3,1,1,0,1,0,0,0,0,0,1,1
7041700202038,2015,0,2,1,1,0,1,0,0,0,2,1,0,1,0
7041700202045,2015,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7041700202066,2015,0,0,1,0,2,0,1,0,0,2,0,1,1,0
7041700202087,2015,0,0,0,1,3,0,1,0,0,1,1,0,1,0
7041700202108,2015,0,0,0,0,0,0,0,1,3,0,0,0,1,0
7041700202129,2015,0,0,0,1,1,0,1,0,0,0,1,3,1,0
7041700202150,2015,1,0,1,0,0,1,0,0,0,0,2,1,0,1
7041700202171,2015,0,1,1,1,0,1,0,1,1,0,0,0,1,0
7041700202192,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7050100907003,2015,0,1,1,0,0,1,0,1,1,0,0,0,1,0
7050100907024,2015,0,1,0,2,0,1,0,0,0,3,0,0,1,0
7050100907066,2015,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7050100907087,2015,0,1,0,0,0,1,0,1,0,1,0,0,1,0
7050100907108,2015,0,2,0,0,1,0,0,0,1,0,0,1,0,0
7050100907129,2015,0,1,1,1,0,1,0,0,1,0,0,0,1,0
7050100907150,2015,0,0,1,1,0,1,0,0,1,1,0,0,1,0
7050100907171,2015,0,1,1,0,0,1,0,0,1,1,0,0,1,0
7050100907192,2015,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7050201705001,2015,1,0,0,0,0,0,0,1,1,1,0,0,1,0
7050201705019,2015,1,0,0,0,0,1,0,0,2,2,1,1,0,0
7050201705031,2015,0,0,1,1,0,1,0,1,1,2,1,0,1,0
7050201705055,2015,0,2,0,2,0,1,0,0,0,2,0,0,1,0
7050201705073,2015,0,0,1,0,0,1,0,1,1,0,0,0,1,0
7050201705091,2015,0,0,0,0,0,1,0,2,0,1,0,1,0,0
7050201705109,2015,0,0,0,0,0,0,1,0,0,0,0,0,1,1
7050201705127,2015,1,1,0,0,0,1,0,0,1,2,0,0,1,0
7050201705145,2015,0,2,0,0,1,0,0,1,0,0,0,1,0,0
7050201705163,2015,0,1,0,0,0,0,0,0,1,0,0,0,1,0
7050302201002,2015,0,1,0,1,0,0,1,0,0,1,0,0,0,1
7050302201016,2015,0,2,2,1,1,0,1,0,0,1,0,0,1,0
7050302201023,2015,0,1,1,0,0,1,0,0,0,0,0,1,0,0
7050302201037,2015,0,2,1,0,1,0,0,0,1,0,0,0,1,0
7050302201044,2015,1,1,0,0,0,1,0,1,1,0,0,0,1,0
7050302201065,2015,1,0,0,0,0,1,0,0,3,0,0,1,0,0
7050302201086,2015,0,0,1,0,0,0,1,0,0,1,2,0,0,1
7050302201107,2015,0,0,1,0,0,1,0,0,1,2,0,0,1,0
7050302201128,2015,0,0,1,1,0,0,0,0,0,0,0,0,0,1
7050302201149,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7050302201170,2015,0,0,1,1,2,1,1,0,0,0,1,1,0,1
7050302201191,2015,0,0,0,0,1,0,0,0,1,0,0,1,0,0
7050500304001,2015,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7050500304013,2015,0,1,1,2,1,1,0,0,0,0,0,0,1,0
7050500304019,2015,0,1,3,1,1,1,0,1,0,0,0,0,1,0
7050500304037,2015,0,0,1,0,0,0,1,0,0,0,1,0,0,1
7050500304055,2015,0,1,0,0,0,1,0,1,0,2,0,0,1,0
7050500304073,2015,0,1,0,1,0,1,0,0,1,2,0,0,1,0
7050500304091,2015,0,0,0,0,1,0,0,0,2,1,0,0,1,0
7050500304105,2015,2,1,1,0,0,0,0,0,0,0,0,1,0,0
7050500304110,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7050500304128,2015,0,0,1,0,0,1,0,0,2,1,1,0,1,0
7050500304146,2015,0,1,0,0,1,0,1,0,2,1,2,1,1,0
7050500304164,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7050601303003,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7050601303009,2015,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7050601303022,2015,1,0,0,0,1,0,0,1,0,0,0,1,0,0
7050601303040,2015,0,0,1,0,2,0,0,0,0,0,1,0,0,1
7050601303061,2015,0,0,0,0,0,0,0,1,1,0,3,0,1,0
7050601303080,2015,1,0,1,0,2,0,1,0,0,0,0,0,1,0
7050601303098,2015,1,1,1,0,0,1,0,0,0,1,2,0,1,0
7050601303117,2015,0,0,0,1,0,0,1,0,1,2,2,1,1,1
7050601303135,2015,2,0,1,1,0,1,0,0,0,1,2,0,1,0
7050601303153,2015,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7050601303171,2015,0,1,1,0,0,0,1,0,0,2,0,0,1,0
7060100207010,2015,0,2,1,0,0,2,0,0,0,0,0,1,0,0
7060100207021,2015,0,2,0,0,1,1,0,1,0,0,0,1,0,0
7060100207032,2015,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7060100207043,2015,1,1,1,1,0,0,0,1,0,0,0,0,0,1
7060100207054,2015,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7060100207065,2015,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7060100207076,2015,0,1,0,1,0,1,0,0,0,1,0,0,0,0
7060100207087,2015,2,1,0,0,1,0,0,0,1,1,1,1,0,0
7060100207098,2015,1,0,0,2,0,1,0,0,1,0,0,1,0,0
7060100207109,2015,0,0,0,0,0,0,0,0,0,1,2,0,0,1
7060100207120,2015,0,1,0,0,1,0,0,0,0,0,0,0,0,1
7060100207131,2015,1,0,1,0,0,1,0,0,0,0,0,2,1,0
7060100207142,2015,1,1,0,0,1,0,0,0,0,2,2,2,1,0
7060100207153,2015,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7060100207164,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7060201501003,2015,0,0,0,1,0,1,0,0,1,1,1,0,1,0
7060201501015,2015,0,0,1,0,1,1,0,0,1,1,1,0,1,0
7060201501021,2015,0,0,1,0,0,0,0,0,0,1,0,1,1,0
7060201501033,2015,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7060201501039,2015,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7060201501057,2015,2,1,0,0,0,0,1,0,0,1,0,1,1,0
7060201501075,2015,1,0,0,0,0,1,0,2,0,0,0,0,1,0
7060201501093,2015,0,0,0,0,0,0,1,0,1,1,0,0,1,0
7060201501111,2015,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7060201501129,2015,0,1,1,1,0,1,0,0,0,0,1,0,1,0
7060201501147,2015,0,2,0,0,0,0,1,0,0,0,0,0,0,1
7060201501165,2015,1,0,1,0,0,1,0,0,1,0,0,0,1,0
7060300103018,2015,0,1,0,0,0,1,0,0,2,1,2,0,1,0
7060300103070,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7060300103096,2015,0,0,0,0,0,1,0,0,0,1,0,0,1,0
7060300103122,2015,0,0,0,0,0,1,0,2,0,0,0,1,0,0
7060300103148,2015,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7060300103226,2015,0,0,2,0,0,1,0,0,2,1,0,0,1,0
7060300103252,2015,0,0,0,1,0,1,0,0,1,0,2,0,1,0
7060300103278,2015,2,0,0,0,0,1,0,0,0,0,0,1,0,0
7060300103304,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7060500601003,2015,0,0,0,0,0,1,0,1,2,0,1,0,1,0
7060500601015,2015,0,0,1,0,0,0,1,0,0,0,0,0,0,1
7060500601021,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7060500601039,2015,0,0,0,0,0,1,0,0,2,2,0,0,1,0
7060500601057,2015,0,0,0,0,1,0,0,2,0,0,1,1,0,1
7060500601075,2015,0,0,1,0,0,1,0,1,1,1,0,0,1,0
7060500601093,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7060500601111,2015,0,1,1,0,0,0,1,0,0,0,0,0,0,1
7060500601129,2015,0,0,0,1,0,1,1,0,0,0,0,0,0,1
7060500601147,2015,0,1,0,1,0,0,1,1,0,2,0,0,1,0
7060500601165,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7060700601003,2015,2,0,0,0,1,0,0,0,0,0,0,2,1,0
7060700601013,2015,1,0,1,1,0,1,0,0,2,1,0,0,1,0
7060700601018,2015,0,0,1,1,0,0,0,0,0,1,0,0,1,0
7060700601028,2015,0,0,2,0,0,1,0,1,1,0,0,0,1,0
7060700601033,2015,1,1,0,0,0,1,0,1,1,1,0,0,1,0
7060700601048,2015,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7060700601063,2015,0,0,1,1,0,0,0,0,0,0,0,0,0,1
7060700601078,2015,0,0,0,1,0,1,0,1,1,2,0,0,1,0
7060700601093,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7060700601108,2015,1,1,0,0,0,1,0,0,1,1,1,0,1,0
7060700601123,2015,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7060700601138,2015,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7061000902004,2015,0,1,0,0,0,1,0,1,1,1,0,2,0,0
7061000902016,2015,1,0,1,1,0,1,0,1,2,0,0,0,1,0
7061000902022,2015,0,0,0,1,0,0,1,0,1,0,0,0,0,1
7061000902034,2015,1,1,0,0,0,1,0,0,0,2,0,1,0,0
7061000902040,2015,1,2,0,0,1,0,0,0,0,0,0,1,0,0
7061000902058,2015,1,1,0,0,1,0,0,0,0,0,0,1,0,0
7061000902076,2015,1,1,1,0,0,1,0,1,0,1,0,0,1,0
7061000902094,2015,0,2,1,0,0,1,0,0,0,1,0,1,0,0
7061000902112,2015,2,0,1,0,0,1,0,1,0,0,0,0,1,0
7061000902130,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7061000902148,2015,0,0,0,0,0,1,0,1,2,0,0,1,0,0
7061000902166,2015,0,0,1,0,0,0,0,1,0,2,0,0,1,0
7061300335016,2015,0,0,0,0,1,0,0,1,1,0,0,2,0,0
7061300335042,2015,0,0,0,2,0,0,0,0,1,1,0,0,1,0
7061300335068,2015,0,0,0,1,1,1,0,0,0,0,1,0,1,0
7061300335094,2015,0,0,1,0,0,1,0,1,0,0,0,1,0,0
7061300335120,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7061300335172,2015,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7061300335198,2015,0,1,1,0,0,1,0,0,0,0,2,1,0,0
7061300335224,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7061300335250,2015,1,1,0,1,0,1,0,0,0,0,0,1,0,0
7061300335276,2015,0,0,0,0,0,1,0,0,0,2,1,0,1,0
7061300335302,2015,0,0,1,1,0,0,0,0,0,0,1,0,1,0
7061300335328,2015,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7061300335380,2015,2,0,0,0,0,1,0,0,0,1,0,1,0,0
7070202904001,2015,1,1,0,0,1,0,1,0,0,0,0,0,1,1
7070202904022,2015,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7070202904032,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7070202904045,2015,0,0,0,0,0,1,0,0,0,1,2,0,1,0
7070202904066,2015,0,0,2,1,0,1,0,0,2,0,0,0,1,0
7070202904087,2015,1,1,1,0,0,1,0,1,1,2,1,1,1,0
7070202904108,2015,1,1,0,0,0,1,0,0,1,0,0,1,0,0
7070202904129,2015,0,0,0,2,1,0,0,0,1,1,1,0,1,0
7070202904150,2015,1,1,0,0,1,0,0,0,0,0,0,1,0,0
7070202904171,2015,0,0,1,0,0,1,0,0,2,0,0,1,0,0
7070202904192,2015,0,1,0,0,1,0,0,1,1,1,0,1,0,0
7070202904231,2015,1,0,0,0,0,1,0,0,0,1,0,1,0,0
7070302101002,2015,0,2,0,0,0,1,0,0,0,0,0,1,0,0
7070302101010,2015,0,0,1,0,0,1,0,0,0,1,1,0,0,1
7070302101014,2015,0,0,1,1,0,0,1,0,0,0,0,0,0,1
7070302101022,2015,0,0,0,0,1,1,1,1,1,0,0,1,1,0
7070302101026,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7070302101038,2015,0,0,0,0,0,0,1,1,0,0,0,0,0,1
7070302101050,2015,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7070302101062,2015,1,2,1,0,0,1,0,1,0,1,1,0,1,0
7070302101074,2015,0,0,0,1,0,0,2,0,0,1,1,0,2,1
7070302101086,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7070302101098,2015,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7070302101110,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7070600103017,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7070600103032,2015,1,0,0,0,1,0,0,0,1,2,1,1,0,0
7070600103057,2015,0,1,0,0,0,1,0,1,0,0,0,1,0,0
7070600103082,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7070600103095,2015,0,1,2,0,1,0,1,0,1,2,3,1,1,0
7070600103119,2015,0,0,0,1,2,0,1,0,0,0,1,1,0,1
7070600103133,2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7070600103145,2015,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7080100401001,2015,0,0,0,0,1,0,0,2,1,0,0,1,0,1
7080100401022,2015,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7080100401043,2015,0,0,1,0,1,0,0,1,1,1,0,1,0,0
7080100401064,2015,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7080100401085,2015,0,0,0,2,0,0,1,0,1,2,0,0,0,1
7080100401106,2015,0,0,0,1,0,1,0,0,0,1,0,0,1,0
7080100401127,2015,0,1,0,0,0,1,0,1,0,0,0,1,0,0
7080100401148,2015,0,0,0,2,0,1,0,0,0,0,1,0,1,0
7080100401149,2015,0,0,0,0,0,1,0,0,0,1,0,0,1,0
7080100401175,2015,0,0,0,1,0,1,0,0,0,1,0,0,1,0
7080100401196,2015,1,1,0,0,0,0,0,0,0,1,1,0,1,0
7080300206002,2015,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7080300206008,2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7080300206028,2015,2,0,0,0,0,1,0,0,0,1,0,1,2,0
7080300206049,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7080300206067,2015,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7080300206085,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7080300206090,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7080300206109,2015,0,1,0,0,0,0,1,0,1,0,0,2,0,1
7080300206127,2015,0,0,0,0,0,1,0,0,1,1,1,0,1,0
7080300206147,2015,0,0,1,0,1,0,0,0,1,1,0,1,0,0
7080300206165,2015,0,0,0,1,0,2,0,3,1,1,0,1,1,1
7080301501008,2015,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7080301501019,2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7080301501034,2015,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7080301501049,2015,0,0,0,0,1,0,0,0,1,1,0,1,0,0
7080301501064,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7080301501079,2015,0,0,0,1,0,0,1,0,0,0,0,1,0,1
7080301501094,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7080301501109,2015,0,0,1,1,1,0,0,1,0,0,0,0,1,0
7080301501124,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7080301501125,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7090200503002,2015,0,0,0,0,2,0,1,0,0,0,1,0,0,1
7090200503012,2015,1,1,0,0,1,0,0,0,1,0,0,1,0,0
7090200503017,2015,0,0,0,1,2,0,0,1,0,0,0,1,0,1
7090200503027,2015,1,1,1,0,2,0,1,1,1,0,0,0,0,0
7090200503032,2015,0,1,1,1,1,1,0,1,0,0,0,2,0,0
7090200503047,2015,0,0,0,1,1,0,1,0,1,0,0,1,1,0
7090200503062,2015,0,0,0,0,0,0,1,0,0,1,2,0,0,1
7090200503077,2015,0,0,0,0,0,0,1,0,2,2,1,0,1,0
7090200503092,2015,0,0,1,2,0,0,0,0,0,2,1,0,1,0
7090200503107,2015,0,0,0,0,1,0,0,1,1,0,0,1,0,0
7090200503122,2015,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7090200503137,2015,0,0,1,1,1,1,0,0,0,1,0,0,1,0
7090500303002,2015,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7090500303012,2015,0,0,0,0,0,0,0,0,2,0,1,1,1,0
7090500303017,2015,0,0,0,0,0,0,0,0,1,0,0,1,0,1
7090500303027,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7090500303032,2015,0,2,2,1,0,1,0,0,1,0,0,0,1,0
7090500303047,2015,0,1,1,0,0,1,0,0,1,0,1,0,1,0
7090500303062,2015,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7090500303077,2015,1,0,1,0,0,1,0,0,1,1,0,1,0,0
7090500303092,2015,1,1,0,0,0,1,0,1,0,0,0,1,0,0
7090500303107,2015,0,0,0,0,1,0,0,1,2,0,0,1,0,0
7090500303122,2015,0,0,0,0,0,1,1,0,0,0,0,0,0,2
7090500303137,2015,0,1,1,0,0,0,0,1,1,1,0,0,1,0
7090600104022,2015,0,0,0,0,0,1,0,1,0,2,0,1,0,0
7090600104033,2015,1,0,1,0,0,1,0,0,1,1,0,2,0,0
7090600104044,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7090600104055,2015,1,0,1,1,0,1,0,0,1,1,0,1,0,0
7090600104066,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,1
7090600104077,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7090600104088,2015,0,1,1,0,1,0,0,0,1,0,0,1,0,0
